4936,4936,5783,5528,5412,4936,5780,1499,5780,5524,4926,2428,5310,5310,5310,2428,2428,5918,2428,2428,4926,4926,1619,3163,1604,5529,5091,5091,5091,5090,5783,5529,4927,4960,3218,5233,5433,4930,5486,2415,2717,140,4931,3275,2482,2058,2113,1572,2693,3307,2532,5268,4922,4960,450,1926,1291,1676,5124,5124,5174,5354,3124,109
4936,4936,5783,5528,5305,4929,4926,2428,5310,5310,4926,2428,5310,5310,2428,2428,1630,4162,2428,2428,2428,2428,5780,1499,5780,5524,5305,5305,5091,5090,5783,5529,4927,5318,5683,4973,4927,4926,5035,2866,677,5228,4935,373,2865,2112,2439,2614,3317,5681,2840,2674,1123,2788,2652,2284,3067,147,4900,5023,5208,5207,3124,2838
4926,4936,5783,5528,4929,5412,2428,2428,2428,2428,2428,2428,2428,2428,2428,2428,4160,3453,2428,2428,2428,2428,2428,2428,2428,4926,4921,4929,5305,5090,5783,5529,5062,5318,2715,5522,4910,4910,2649,3197,109,132,1695,2689,2837,288,2644,2687,4156,3074,2659,3053,1062,3334,165,3102,1413,5295,5174,5217,4910,5032,3124,2602
4926,4936,5783,5528,4929,5305,2428,4841,2428,2520,2428,2428,2428,2428,2428,2428,4160,2428,2428,2428,2428,2520,2428,2428,1374,1283,1374,4929,4921,5305,5783,5529,4927,5354,6019,4973,4936,5300,3056,3245,3052,2659,2691,2641,1126,2361,1062,2359,3453,1026,2691,2359,2359,2976,2359,2359,1619,1506,1727,5061,4918,5354,5235,5124
4929,4936,5783,5528,4929,4929,2654,2428,2428,2428,1415,1374,1283,1374,2428,1630,4162,1630,2428,2428,2428,2428,2428,2428,1619,4029,1604,4929,4921,4936,5783,5529,5213,5035,4598,5066,5213,5211,2120,1977,1855,2306,159,184,184,184,2529,2793,4563,4891,2115,2665,1393,1822,2238,217,1392,3229,2838,5066,4922,5211,5354,5125
4929,4936,5783,5528,4929,1374,1374,1374,1374,1374,1701,1619,1605,1604,2428,4160,3453,3453,1630,5948,1630,1630,4921,5412,5780,5780,5780,5529,4921,4936,5783,5529,4918,5318,2810,5522,4973,5311,5309,1759,5114,5322,2228,159,149,1605,1572,2505,4157,4154,2327,1464,1456,1763,5233,5112,2198,3080,2810,5522,4953,4973,1766,5024
4921,4936,5783,5528,4929,1701,5844,1701,1701,1701,5780,5780,5780,5780,1176,4160,3453,3453,3453,5948,4160,3453,4921,5304,5780,5830,5780,5529,5412,4936,5783,5529,4934,5354,6019,4973,4918,2198,2033,2329,1829,5106,5719,5905,3329,3073,1913,4557,3450,4840,4244,4855,4258,4562,5524,4911,5830,5916,4233,4910,4910,5424,3124,2865
4929,4936,5783,5528,5310,5830,5780,5830,5780,5830,5780,5830,5780,5830,1176,4160,3453,3453,2655,2655,4936,3453,4921,4936,5780,1499,5780,5523,5304,4936,5783,5529,5213,5318,2969,5433,5424,4154,3220,5705,2729,2726,2722,5864,3085,4563,445,4023,2812,2966,2674,763,4950,4561,5524,5213,3235,5559,2113,5066,5217,5217,3124,1233
4929,4936,5783,5528,5310,5830,1498,5830,5780,5830,5780,5830,1499,5830,1180,2655,2655,2655,2655,2654,4929,4160,4921,4929,4929,2654,4929,1630,1630,1630,5783,5529,4927,2308,3218,4972,5424,5835,2938,5685,3075,3248,5719,5681,2417,4157,373,3275,2988,2608,2649,2675,4949,4157,4973,4918,5101,5132,5320,2201,1295,1630,3124,109
4929,4936,5783,5528,5310,5310,2655,2655,2655,2655,2655,2655,2655,2655,2655,2655,4841,2655,2655,2655,2655,5918,2655,2655,2655,2654,4929,4160,3453,3453,5783,5529,4927,5318,5683,4940,4973,1485,205,2866,2791,2865,2848,373,2865,2848,2641,2614,4203,2362,2538,373,2865,4252,3277,2866,2605,1016,4917,4853,4840,4157,3078,3276
4929,4936,5783,5528,5310,5310,5310,5310,5310,5310,4929,4929,4929,4929,2655,2655,2655,2655,2654,4929,4936,4160,1630,1630,1630,1630,1630,4162,5067,5067,5783,5529,5062,5318,2715,4972,5103,1495,2061,2112,2284,165,2284,2112,165,2284,2112,2436,3367,2866,254,1692,1370,4156,2827,3239,2827,4753,2102,3238,3275,5593,3124,2602
4929,4936,5783,5528,4929,5310,5310,5310,5310,4929,4929,4929,4929,4929,4929,2655,2655,2654,4929,4929,5150,4160,3453,3453,3453,3453,3453,3453,2504,1630,5783,5531,4927,5354,6019,4973,4922,5433,5103,5103,5236,4937,4929,5062,4936,4927,2112,817,2439,2687,4927,4910,5595,4856,4800,4801,3449,3453,3449,4800,3235,2043,2136,5124
4929,4936,5783,5528,4929,4921,4929,4921,4929,4921,4929,5150,4921,4929,4921,4929,2654,4921,4929,4921,4929,4921,4929,4936,3453,3453,3453,3453,3453,3453,5783,5531,5213,5318,4598,2848,373,3198,2365,2613,2532,254,3260,5739,817,2691,2365,2613,2532,373,2838,2848,373,2778,2752,2739,5683,5676,5676,5676,5681,5676,3075,5125
4929,4936,5783,5783,5783,5783,5783,5783,5783,5783,5783,5783,5783,5783,5783,5783,5150,5783,5783,5783,5783,5783,5783,5783,5783,5783,5783,5783,5783,5783,5783,5531,4918,2308,3081,2512,3081,3081,5917,3082,2810,2965,2810,3082,2510,3081,5917,3082,2511,2810,3080,2512,3081,3081,5917,3082,2815,3080,2815,3082,3082,3082,2912,4900
4929,4929,2730,2730,2730,2730,2730,2730,2730,2730,2730,2730,2730,2730,2730,2730,5524,2730,2730,2730,2730,2730,2730,2730,2730,2730,2730,2730,2730,2730,2730,5523,4934,4957,2501,2634,2735,2797,3155,3317,2782,2665,2730,3004,2699,2797,3155,3317,5170,5354,2730,3004,2735,2797,3155,3317,2663,2662,2730,3004,2699,2797,2633,4945
