row,col,tile_id,mode,score
11,6,96,inner_exact,0
11,7,96,inner_exact,0
11,8,96,inner_exact,0
12,0,96,inner_exact,0
12,1,96,inner_exact,0
12,2,96,inner_exact,0
12,3,96,inner_exact,0
12,4,96,inner_exact,0
12,5,96,inner_exact,0
12,6,96,inner_exact,0
12,7,96,inner_exact,0
12,8,96,inner_exact,0
13,0,96,inner_exact,0
13,1,96,inner_exact,0
13,2,96,inner_exact,0
13,3,96,inner_exact,0
13,4,96,inner_exact,0
13,5,96,inner_exact,0
13,6,96,inner_exact,0
13,7,96,inner_exact,0
13,8,96,inner_exact,0
14,0,96,inner_exact,0
14,1,96,inner_exact,0
14,2,96,inner_exact,0
14,3,96,inner_exact,0
14,4,96,inner_exact,0
14,5,96,inner_exact,0
14,6,96,inner_exact,0
14,7,96,inner_exact,0
14,8,96,inner_exact,0
15,0,96,inner_exact,0
15,1,96,inner_exact,0
15,2,96,inner_exact,0
15,3,96,inner_exact,0
15,4,96,inner_exact,0
15,5,96,inner_exact,0
15,6,96,inner_exact,0
15,7,96,inner_exact,0
15,8,96,inner_exact,0
16,0,96,inner_exact,0
16,1,96,inner_exact,0
16,2,96,inner_exact,0
16,3,96,inner_exact,0
16,4,96,inner_exact,0
16,5,96,inner_exact,0
16,6,96,inner_exact,0
16,7,96,inner_exact,0
16,8,96,inner_exact,0
17,0,96,inner_exact,0
17,1,96,inner_exact,0
17,2,96,inner_exact,0
17,3,96,inner_exact,0
17,4,96,inner_exact,0
17,5,96,inner_exact,0
17,6,96,inner_exact,0
17,7,96,inner_exact,0
17,8,96,inner_exact,0
18,0,128,nearest,8
18,1,128,nearest,8
18,2,128,nearest,8
18,3,128,nearest,8
18,4,128,nearest,8
18,5,128,nearest,8
18,6,128,nearest,8
18,7,96,inner_exact,0
18,8,96,inner_exact,0
19,0,112,nearest,36630
19,1,112,nearest,36560
19,2,112,nearest,36514
19,3,112,nearest,36514
19,4,112,nearest,36515
19,5,112,nearest,36561
19,6,112,nearest,36794
19,7,96,inner_exact,0
19,8,96,inner_exact,0
20,0,112,nearest,37264
20,1,94,nearest,20373
20,2,26,nearest,22077
20,3,26,nearest,22078
20,4,26,nearest,22070
20,5,94,nearest,20305
20,6,112,nearest,37346
20,7,96,inner_exact,0
20,8,96,inner_exact,0
21,0,112,nearest,37933
21,1,9,nearest,18037
21,2,94,nearest,20505
21,3,94,nearest,20082
21,4,94,nearest,20085
21,5,94,nearest,20524
21,6,112,nearest,37908
21,7,96,inner_exact,0
21,8,96,inner_exact,0
22,0,112,nearest,38413
22,1,122,nearest,21687
22,2,125,nearest,24146
22,3,97,nearest,8709
22,4,97,nearest,8698
22,5,125,nearest,24115
22,6,112,nearest,38401
22,7,96,inner_exact,0
22,8,96,inner_exact,0
23,0,112,nearest,38892
23,1,30,nearest,30090
23,2,30,nearest,30090
23,3,30,nearest,30090
23,4,30,nearest,30090
23,5,30,nearest,30176
23,6,112,nearest,39000
23,7,96,inner_exact,0
23,8,96,inner_exact,0
24,0,112,nearest,39384
24,1,65,nearest,12824
24,2,65,nearest,12824
24,3,65,nearest,12824
24,4,65,nearest,12824
24,5,65,nearest,12954
24,6,112,nearest,39458
24,7,96,inner_exact,0
24,8,96,inner_exact,0
25,0,112,nearest,39988
25,1,97,nearest,5685
25,2,97,nearest,5681
25,3,97,nearest,5681
25,4,97,nearest,5681
25,5,97,nearest,5830
25,6,112,nearest,40010
25,7,96,inner_exact,0
25,8,96,inner_exact,0
26,0,112,nearest,40316
26,1,112,nearest,40318
26,2,112,nearest,40318
26,3,112,nearest,40318
26,4,112,nearest,40318
26,5,112,nearest,40318
26,6,112,nearest,40492
26,7,96,inner_exact,0
26,8,96,inner_exact,0
27,0,94,nearest,21744
27,1,94,nearest,21747
27,2,94,nearest,21745
27,3,94,nearest,21896
27,4,94,nearest,21747
27,5,94,nearest,21747
27,6,94,nearest,21851
27,7,96,inner_exact,0
27,8,96,inner_exact,0
