row,col,tile_id,mode,score
0,109,1,inner_exact,0
0,110,106,nearest,31
0,111,91,inner_exact,0
0,112,91,inner_exact,0
0,113,71,nearest,33
0,114,101,nearest,30
0,115,101,nearest,19
1,0,72,nearest,24
1,1,91,inner_exact,0
1,2,91,inner_exact,0
1,3,91,inner_exact,0
1,4,91,inner_exact,0
1,5,91,inner_exact,0
1,6,91,inner_exact,0
1,7,91,inner_exact,0
1,8,108,nearest,25
1,9,1,inner_exact,0
1,10,1,inner_exact,0
1,11,1,inner_exact,0
1,12,1,inner_exact,0
1,13,1,inner_exact,0
1,14,1,inner_exact,0
1,15,30,nearest,54
1,16,31,nearest,14
1,17,31,nearest,12
1,18,31,nearest,9
1,19,31,nearest,12
1,20,31,nearest,12
1,21,31,nearest,14
1,22,31,nearest,17
1,23,31,nearest,14
1,24,31,nearest,11
1,25,31,nearest,12
1,26,31,nearest,9
1,27,31,nearest,12
1,28,31,nearest,12
1,29,32,nearest,60
1,30,27,nearest,26
1,31,28,nearest,27
1,32,45,nearest,12
1,33,22,nearest,26
1,34,24,nearest,22
1,35,46,nearest,51
1,36,31,nearest,14
1,37,31,nearest,14
1,38,31,nearest,14
1,39,31,nearest,14
1,40,31,nearest,12
1,41,31,nearest,12
1,42,31,nearest,12
1,43,31,nearest,12
1,44,31,nearest,14
1,45,31,nearest,17
1,46,31,nearest,14
1,47,31,nearest,11
1,48,31,nearest,12
1,49,31,nearest,10
1,50,31,nearest,12
1,51,31,nearest,15
1,52,31,nearest,14
1,53,31,nearest,16
1,54,31,nearest,14
1,55,31,nearest,14
1,56,31,nearest,12
1,57,31,nearest,12
1,58,31,nearest,12
1,59,31,nearest,14
1,60,31,nearest,14
1,61,31,nearest,16
1,62,31,nearest,14
1,63,31,nearest,12
1,64,31,nearest,12
1,65,31,nearest,12
1,66,31,nearest,15
1,67,31,nearest,14
1,68,31,nearest,17
1,69,31,nearest,14
1,70,31,nearest,17
1,71,31,nearest,12
1,72,16,nearest,98
1,73,1,inner_exact,0
1,74,1,inner_exact,0
1,75,1,inner_exact,0
1,76,1,inner_exact,0
1,77,1,inner_exact,0
1,78,1,inner_exact,0
1,79,1,inner_exact,0
1,80,1,inner_exact,0
1,81,30,nearest,59
1,82,31,nearest,14
1,83,31,nearest,17
1,84,31,nearest,16
1,85,31,nearest,14
1,86,31,nearest,12
1,87,31,nearest,13
1,88,31,nearest,12
1,89,31,nearest,15
1,90,31,nearest,14
1,91,31,nearest,17
1,92,31,nearest,14
1,93,31,nearest,17
1,94,31,nearest,12
1,95,31,nearest,9
1,96,31,nearest,10
1,97,31,nearest,12
1,98,31,nearest,14
1,99,31,nearest,14
1,100,31,nearest,14
1,101,31,nearest,11
1,102,31,nearest,12
1,103,31,nearest,9
1,104,16,nearest,98
1,105,1,inner_exact,0
1,106,1,inner_exact,0
1,107,1,inner_exact,0
1,108,1,inner_exact,0
1,109,1,inner_exact,0
1,110,90,nearest,7
1,111,91,inner_exact,0
1,112,91,inner_exact,0
1,113,91,inner_exact,0
1,114,101,nearest,24
1,115,101,nearest,15
2,0,91,inner_exact,0
2,1,91,inner_exact,0
2,2,91,inner_exact,0
2,3,91,inner_exact,0
2,4,91,inner_exact,0
2,5,91,inner_exact,0
2,6,91,inner_exact,0
2,7,91,inner_exact,0
2,8,92,inner_exact,0
2,9,1,inner_exact,0
2,10,1,inner_exact,0
2,11,1,inner_exact,0
2,12,1,inner_exact,0
2,13,1,inner_exact,0
2,14,1,inner_exact,0
2,15,30,nearest,43
2,16,31,nearest,9
2,17,31,nearest,7
2,18,31,nearest,4
2,19,31,nearest,7
2,20,31,nearest,7
2,21,31,nearest,9
2,22,31,nearest,12
2,23,31,nearest,9
2,24,31,nearest,6
2,25,31,nearest,7
2,26,31,nearest,4
2,27,31,nearest,7
2,28,31,nearest,7
2,29,48,nearest,89
2,30,43,nearest,15
2,31,45,nearest,13
2,32,6,nearest,6
2,33,23,nearest,18
2,34,24,nearest,23
2,35,14,nearest,48
2,36,31,nearest,9
2,37,31,nearest,9
2,38,31,nearest,9
2,39,31,nearest,9
2,40,31,nearest,7
2,41,31,nearest,7
2,42,31,nearest,7
2,43,31,nearest,7
2,44,31,nearest,9
2,45,31,nearest,12
2,46,31,nearest,9
2,47,31,nearest,6
2,48,31,nearest,7
2,49,31,nearest,5
2,50,31,nearest,7
2,51,31,nearest,10
2,52,31,nearest,9
2,53,31,nearest,11
2,54,31,nearest,9
2,55,31,nearest,9
2,56,31,nearest,7
2,57,31,nearest,7
2,58,31,nearest,7
2,59,31,nearest,9
2,60,31,nearest,9
2,61,31,nearest,11
2,62,31,nearest,9
2,63,31,nearest,7
2,64,31,nearest,7
2,65,31,nearest,7
2,66,31,nearest,10
2,67,31,nearest,9
2,68,31,nearest,12
2,69,31,nearest,9
2,70,31,nearest,12
2,71,31,nearest,7
2,72,31,nearest,5
2,73,16,nearest,93
2,74,14,nearest,54
2,75,15,nearest,36
2,76,15,nearest,34
2,77,15,nearest,29
2,78,15,nearest,30
2,79,16,nearest,84
2,80,14,nearest,49
2,81,31,nearest,7
2,82,31,nearest,9
2,83,31,nearest,12
2,84,31,nearest,11
2,85,31,nearest,9
2,86,47,nearest,18
2,87,47,nearest,18
2,88,47,nearest,15
2,89,47,nearest,20
2,90,31,nearest,9
2,91,31,nearest,12
2,92,31,nearest,9
2,93,31,nearest,12
2,94,31,nearest,7
2,95,31,nearest,4
2,96,31,nearest,5
2,97,31,nearest,7
2,98,31,nearest,9
2,99,31,nearest,9
2,100,31,nearest,9
2,101,31,nearest,6
2,102,31,nearest,7
2,103,31,nearest,4
2,104,31,nearest,5
2,105,16,nearest,91
2,106,1,inner_exact,0
2,107,1,inner_exact,0
2,108,1,inner_exact,0
2,109,1,inner_exact,0
2,110,90,nearest,7
2,111,91,inner_exact,0
2,112,91,inner_exact,0
2,113,69,nearest,10
2,114,101,nearest,19
2,115,101,nearest,10
3,0,91,inner_exact,0
3,1,91,inner_exact,0
3,2,91,inner_exact,0
3,3,91,inner_exact,0
3,4,91,inner_exact,0
3,5,107,nearest,2
3,6,107,nearest,2
3,7,108,nearest,37
3,8,1,inner_exact,0
3,9,1,inner_exact,0
3,10,1,inner_exact,0
3,11,1,inner_exact,0
3,12,1,inner_exact,0
3,13,1,inner_exact,0
3,14,1,inner_exact,0
3,15,30,nearest,57
3,16,31,nearest,19
3,17,31,nearest,19
3,18,31,nearest,16
3,19,31,nearest,19
3,20,31,nearest,19
3,21,31,nearest,19
3,22,31,nearest,22
3,23,31,nearest,19
3,24,31,nearest,18
3,25,31,nearest,19
3,26,31,nearest,16
3,27,31,nearest,19
3,28,48,nearest,96
3,29,6,nearest,23
3,30,7,nearest,57
3,31,23,nearest,64
3,32,23,nearest,60
3,33,23,nearest,51
3,34,40,nearest,14
3,35,30,nearest,64
3,36,31,nearest,19
3,37,31,nearest,19
3,38,31,nearest,19
3,39,31,nearest,19
3,40,31,nearest,19
3,41,31,nearest,19
3,42,31,nearest,19
3,43,31,nearest,19
3,44,31,nearest,19
3,45,31,nearest,22
3,46,31,nearest,19
3,47,47,nearest,35
3,48,47,nearest,34
3,49,47,nearest,28
3,50,31,nearest,19
3,51,31,nearest,20
3,52,31,nearest,19
3,53,31,nearest,21
3,54,31,nearest,19
3,55,31,nearest,21
3,56,31,nearest,19
3,57,31,nearest,19
3,58,31,nearest,19
3,59,31,nearest,19
3,60,31,nearest,19
3,61,31,nearest,21
3,62,31,nearest,19
3,63,31,nearest,19
3,64,31,nearest,19
3,65,31,nearest,19
3,66,31,nearest,20
3,67,31,nearest,19
3,68,31,nearest,22
3,69,31,nearest,19
3,70,31,nearest,22
3,71,31,nearest,19
3,72,31,nearest,17
3,73,31,nearest,19
3,74,31,nearest,22
3,75,31,nearest,19
3,76,31,nearest,21
3,77,31,nearest,19
3,78,31,nearest,21
3,79,31,nearest,19
3,80,31,nearest,19
3,81,31,nearest,19
3,82,31,nearest,19
3,83,31,nearest,22
3,84,31,nearest,21
3,85,48,nearest,93
3,86,1,inner_exact,0
3,87,1,inner_exact,0
3,88,1,inner_exact,0
3,89,1,inner_exact,0
3,90,46,nearest,62
3,91,31,nearest,22
3,92,31,nearest,19
3,93,31,nearest,22
3,94,31,nearest,19
3,95,31,nearest,16
3,96,31,nearest,17
3,97,31,nearest,19
3,98,31,nearest,19
3,99,31,nearest,19
3,100,31,nearest,19
3,101,31,nearest,18
3,102,31,nearest,19
3,103,31,nearest,16
3,104,31,nearest,17
3,105,32,nearest,64
3,106,1,inner_exact,0
3,107,1,inner_exact,0
3,108,1,inner_exact,0
3,109,1,inner_exact,0
3,110,90,nearest,12
3,111,91,inner_exact,0
3,112,91,inner_exact,0
3,113,101,nearest,34
3,114,101,nearest,36
3,115,101,nearest,25
4,0,91,inner_exact,0
4,1,91,inner_exact,0
4,2,91,inner_exact,0
4,3,91,inner_exact,0
4,4,108,nearest,16
4,5,1,inner_exact,0
4,6,1,inner_exact,0
4,7,1,inner_exact,0
4,8,1,inner_exact,0
4,9,1,inner_exact,0
4,10,1,inner_exact,0
4,11,1,inner_exact,0
4,12,1,inner_exact,0
4,13,1,inner_exact,0
4,14,1,inner_exact,0
4,15,30,nearest,41
4,16,31,nearest,8
4,17,31,nearest,6
4,18,31,nearest,3
4,19,31,nearest,6
4,20,31,nearest,6
4,21,31,nearest,8
4,22,31,nearest,11
4,23,31,nearest,8
4,24,31,nearest,5
4,25,31,nearest,6
4,26,31,nearest,3
4,27,32,nearest,53
4,28,1,inner_exact,0
4,29,22,nearest,15
4,30,23,nearest,45
4,31,23,nearest,29
4,32,23,nearest,22
4,33,40,nearest,6
4,34,1,inner_exact,0
4,35,30,nearest,46
4,36,31,nearest,8
4,37,31,nearest,8
4,38,31,nearest,8
4,39,31,nearest,8
4,40,31,nearest,6
4,41,48,nearest,76
4,42,46,nearest,40
4,43,47,nearest,14
4,44,47,nearest,20
4,45,47,nearest,26
4,46,48,nearest,80
4,47,11,nearest,10
4,48,13,nearest,11
4,49,1,inner_exact,0
4,50,46,nearest,40
4,51,31,nearest,9
4,52,31,nearest,8
4,53,31,nearest,10
4,54,31,nearest,8
4,55,48,nearest,80
4,56,30,nearest,38
4,57,31,nearest,6
4,58,31,nearest,6
4,59,31,nearest,8
4,60,31,nearest,8
4,61,31,nearest,10
4,62,31,nearest,8
4,63,31,nearest,6
4,64,31,nearest,6
4,65,31,nearest,6
4,66,31,nearest,9
4,67,31,nearest,8
4,68,31,nearest,11
4,69,31,nearest,8
4,70,31,nearest,11
4,71,31,nearest,6
4,72,31,nearest,4
4,73,31,nearest,6
4,74,31,nearest,11
4,75,31,nearest,8
4,76,31,nearest,10
4,77,31,nearest,8
4,78,31,nearest,8
4,79,31,nearest,6
4,80,31,nearest,6
4,81,31,nearest,6
4,82,31,nearest,8
4,83,31,nearest,11
4,84,32,nearest,68
4,85,1,inner_exact,0
4,86,6,nearest,5
4,87,7,nearest,7
4,88,7,nearest,18
4,89,8,nearest,27
4,90,1,inner_exact,0
4,91,30,nearest,52
4,92,31,nearest,8
4,93,31,nearest,11
4,94,31,nearest,6
4,95,31,nearest,3
4,96,31,nearest,4
4,97,31,nearest,6
4,98,31,nearest,8
4,99,31,nearest,8
4,100,31,nearest,8
4,101,31,nearest,5
4,102,31,nearest,6
4,103,31,nearest,3
4,104,31,nearest,4
4,105,32,nearest,50
4,106,1,inner_exact,0
4,107,1,inner_exact,0
4,108,1,inner_exact,0
4,109,1,inner_exact,0
4,110,90,nearest,7
4,111,91,inner_exact,0
4,112,91,inner_exact,0
4,113,71,nearest,19
4,114,101,nearest,17
4,115,101,nearest,8
5,0,91,inner_exact,0
5,1,91,inner_exact,0
5,2,91,inner_exact,0
5,3,108,nearest,30
5,4,1,inner_exact,0
5,5,17,inner_exact,0
5,6,18,inner_exact,0
5,7,1,inner_exact,0
5,8,1,inner_exact,0
5,9,1,inner_exact,0
5,10,1,inner_exact,0
5,11,1,inner_exact,0
5,12,1,inner_exact,0
5,13,1,inner_exact,0
5,14,14,nearest,54
5,15,31,nearest,15
5,16,31,nearest,15
5,17,31,nearest,13
5,18,31,nearest,10
5,19,31,nearest,13
5,20,31,nearest,13
5,21,31,nearest,15
5,22,31,nearest,18
5,23,31,nearest,15
5,24,31,nearest,12
5,25,31,nearest,13
5,26,31,nearest,10
5,27,31,nearest,13
5,28,16,nearest,99
5,29,38,nearest,14
5,30,115,nearest,137
5,31,39,nearest,39
5,32,40,nearest,18
5,33,1,inner_exact,0
5,34,1,inner_exact,0
5,35,46,nearest,52
5,36,47,nearest,27
5,37,31,nearest,15
5,38,31,nearest,15
5,39,31,nearest,15
5,40,32,nearest,73
5,41,1,inner_exact,0
5,42,11,nearest,25
5,43,12,nearest,37
5,44,12,nearest,39
5,45,12,nearest,42
5,46,12,nearest,35
5,47,28,nearest,19
5,48,45,nearest,15
5,49,17,inner_exact,0
5,50,18,nearest,1
5,51,46,nearest,58
5,52,31,nearest,15
5,53,31,nearest,17
5,54,48,nearest,91
5,55,1,inner_exact,0
5,56,46,nearest,55
5,57,31,nearest,13
5,58,31,nearest,13
5,59,31,nearest,15
5,60,31,nearest,15
5,61,31,nearest,17
5,62,31,nearest,15
5,63,31,nearest,13
5,64,31,nearest,13
5,65,31,nearest,13
5,66,31,nearest,16
5,67,31,nearest,15
5,68,31,nearest,18
5,69,31,nearest,15
5,70,31,nearest,18
5,71,31,nearest,13
5,72,31,nearest,11
5,73,31,nearest,13
5,74,31,nearest,18
5,75,31,nearest,15
5,76,31,nearest,17
5,77,31,nearest,15
5,78,31,nearest,15
5,79,31,nearest,13
5,80,31,nearest,13
5,81,47,nearest,21
5,82,47,nearest,27
5,83,47,nearest,33
5,84,48,nearest,98
5,85,6,nearest,17
5,86,23,nearest,35
5,87,23,nearest,38
5,88,23,nearest,50
5,89,23,nearest,58
5,90,8,nearest,32
5,91,46,nearest,66
5,92,31,nearest,15
5,93,31,nearest,18
5,94,31,nearest,13
5,95,31,nearest,10
5,96,31,nearest,11
5,97,31,nearest,13
5,98,31,nearest,15
5,99,31,nearest,15
5,100,31,nearest,15
5,101,31,nearest,12
5,102,31,nearest,13
5,103,31,nearest,10
5,104,31,nearest,11
5,105,32,nearest,58
5,106,1,inner_exact,0
5,107,1,inner_exact,0
5,108,1,inner_exact,0
5,109,1,inner_exact,0
5,110,1,inner_exact,0
5,111,106,nearest,26
5,112,91,inner_exact,0
5,113,91,inner_exact,0
5,114,71,nearest,35
5,115,101,nearest,19
6,0,91,inner_exact,0
6,1,91,inner_exact,0
6,2,91,inner_exact,0
6,3,92,inner_exact,0
6,4,17,nearest,2
6,5,2,nearest,2
6,6,2,nearest,2
6,7,18,inner_exact,0
6,8,1,inner_exact,0
6,9,1,inner_exact,0
6,10,1,inner_exact,0
6,11,1,inner_exact,0
6,12,14,nearest,58
6,13,15,nearest,25
6,14,31,nearest,14
6,15,31,nearest,14
6,16,31,nearest,14
6,17,31,nearest,12
6,18,31,nearest,9
6,19,31,nearest,12
6,20,31,nearest,12
6,21,31,nearest,14
6,22,31,nearest,17
6,23,31,nearest,14
6,24,31,nearest,11
6,25,31,nearest,12
6,26,31,nearest,9
6,27,31,nearest,12
6,28,31,nearest,12
6,29,16,nearest,99
6,30,1,inner_exact,0
6,31,1,inner_exact,0
6,32,1,inner_exact,0
6,33,1,inner_exact,0
6,34,1,inner_exact,0
6,35,1,inner_exact,0
6,36,14,nearest,57
6,37,31,nearest,14
6,38,31,nearest,14
6,39,31,nearest,14
6,40,32,nearest,71
6,41,1,inner_exact,0
6,42,27,nearest,32
6,43,28,nearest,33
6,44,28,nearest,35
6,45,28,nearest,36
6,46,28,nearest,27
6,47,45,nearest,11
6,48,17,nearest,2
6,49,2,nearest,4
6,50,18,nearest,1
6,51,1,inner_exact,0
6,52,46,nearest,57
6,53,48,nearest,97
6,54,1,inner_exact,0
6,55,93,nearest,259
6,56,1,inner_exact,0
6,57,46,nearest,51
6,58,31,nearest,12
6,59,31,nearest,14
6,60,31,nearest,14
6,61,47,nearest,49
6,62,47,nearest,44
6,63,47,nearest,38
6,64,31,nearest,12
6,65,31,nearest,12
6,66,31,nearest,15
6,67,31,nearest,14
6,68,31,nearest,17
6,69,31,nearest,14
6,70,31,nearest,17
6,71,31,nearest,12
6,72,31,nearest,10
6,73,31,nearest,12
6,74,31,nearest,17
6,75,31,nearest,14
6,76,31,nearest,16
6,77,31,nearest,14
6,78,31,nearest,14
6,79,31,nearest,12
6,80,48,nearest,98
6,81,1,inner_exact,0
6,82,1,inner_exact,0
6,83,1,inner_exact,0
6,84,6,nearest,26
6,85,23,nearest,42
6,86,23,nearest,26
6,87,23,nearest,30
6,88,23,nearest,40
6,89,23,nearest,48
6,90,23,nearest,56
6,91,8,nearest,38
6,92,46,nearest,60
6,93,31,nearest,17
6,94,31,nearest,12
6,95,31,nearest,9
6,96,31,nearest,10
6,97,31,nearest,12
6,98,31,nearest,14
6,99,31,nearest,14
6,100,31,nearest,14
6,101,31,nearest,11
6,102,31,nearest,12
6,103,31,nearest,9
6,104,31,nearest,10
6,105,32,nearest,56
6,106,1,inner_exact,0
6,107,1,inner_exact,0
6,108,1,inner_exact,0
6,109,1,inner_exact,0
6,110,1,inner_exact,0
6,111,90,inner_exact,0
6,112,91,inner_exact,0
6,113,91,inner_exact,0
6,114,91,inner_exact,0
6,115,101,nearest,15
7,0,91,inner_exact,0
7,1,91,inner_exact,0
7,2,108,nearest,22
7,3,1,inner_exact,0
7,4,17,inner_exact,0
7,5,2,nearest,1
7,6,2,nearest,1
7,7,2,nearest,1
7,8,18,inner_exact,0
7,9,1,inner_exact,0
7,10,1,inner_exact,0
7,11,14,nearest,44
7,12,31,nearest,7
7,13,31,nearest,7
7,14,31,nearest,9
7,15,31,nearest,9
7,16,31,nearest,9
7,17,31,nearest,7
7,18,31,nearest,4
7,19,31,nearest,7
7,20,31,nearest,7
7,21,31,nearest,9
7,22,31,nearest,12
7,23,31,nearest,9
7,24,31,nearest,6
7,25,31,nearest,7
7,26,31,nearest,4
7,27,31,nearest,7
7,28,31,nearest,7
7,29,31,nearest,9
7,30,16,nearest,85
7,31,1,inner_exact,0
7,32,1,inner_exact,0
7,33,1,inner_exact,0
7,34,1,inner_exact,0
7,35,14,nearest,48
7,36,31,nearest,9
7,37,31,nearest,9
7,38,31,nearest,9
7,39,31,nearest,9
7,40,48,nearest,78
7,41,11,nearest,13
7,42,28,nearest,16
7,43,28,nearest,16
7,44,28,nearest,21
7,45,28,nearest,24
7,46,29,nearest,22
7,47,33,inner_exact,0
7,48,2,inner_exact,0
7,49,2,inner_exact,0
7,50,34,nearest,1
7,51,1,inner_exact,0
7,52,1,inner_exact,0
7,53,1,inner_exact,0
7,54,1,inner_exact,0
7,55,109,nearest,285
7,56,1,inner_exact,0
7,57,1,inner_exact,0
7,58,46,nearest,42
7,59,31,nearest,9
7,60,48,nearest,89
7,61,1,inner_exact,0
7,62,1,inner_exact,0
7,63,1,inner_exact,0
7,64,46,nearest,45
7,65,47,nearest,15
7,66,47,nearest,20
7,67,31,nearest,9
7,68,31,nearest,12
7,69,47,nearest,24
7,70,47,nearest,26
7,71,47,nearest,18
7,72,48,nearest,83
7,73,46,nearest,42
7,74,47,nearest,23
7,75,47,nearest,21
7,76,47,nearest,29
7,77,47,nearest,24
7,78,47,nearest,21
7,79,48,nearest,78
7,80,1,inner_exact,0
7,81,6,nearest,2
7,82,7,nearest,39
7,83,7,nearest,43
7,84,23,nearest,56
7,85,23,nearest,37
7,86,23,nearest,18
7,87,23,nearest,21
7,88,23,nearest,31
7,89,23,nearest,39
7,90,23,nearest,50
7,91,24,nearest,58
7,92,1,inner_exact,0
7,93,30,nearest,46
7,94,31,nearest,7
7,95,31,nearest,4
7,96,31,nearest,5
7,97,31,nearest,7
7,98,31,nearest,9
7,99,31,nearest,9
7,100,31,nearest,9
7,101,31,nearest,6
7,102,31,nearest,7
7,103,31,nearest,4
7,104,31,nearest,5
7,105,32,nearest,50
7,106,1,inner_exact,0
7,107,1,inner_exact,0
7,108,1,inner_exact,0
7,109,1,inner_exact,0
7,110,1,inner_exact,0
7,111,1,inner_exact,0
7,112,106,nearest,18
7,113,91,inner_exact,0
7,114,91,inner_exact,0
7,115,101,nearest,10
8,0,91,inner_exact,0
8,1,91,inner_exact,0
8,2,92,nearest,2
8,3,17,nearest,1
8,4,2,nearest,2
8,5,2,nearest,1
8,6,2,nearest,2
8,7,2,nearest,2
8,8,2,nearest,3
8,9,18,nearest,1
8,10,1,inner_exact,0
8,11,30,nearest,54
8,12,31,nearest,19
8,13,31,nearest,17
8,14,31,nearest,19
8,15,31,nearest,19
8,16,31,nearest,19
8,17,31,nearest,19
8,18,31,nearest,16
8,19,31,nearest,19
8,20,31,nearest,19
8,21,31,nearest,19
8,22,31,nearest,22
8,23,48,nearest,93
8,24,46,nearest,61
8,25,31,nearest,19
8,26,31,nearest,16
8,27,31,nearest,19
8,28,31,nearest,17
8,29,31,nearest,19
8,30,31,nearest,21
8,31,15,nearest,25
8,32,15,nearest,28
8,33,15,nearest,27
8,34,15,nearest,29
8,35,31,nearest,19
8,36,31,nearest,19
8,37,31,nearest,19
8,38,31,nearest,19
8,39,48,nearest,93
8,40,11,nearest,37
8,41,28,nearest,35
8,42,28,nearest,44
8,43,28,nearest,44
8,44,28,nearest,43
8,45,28,nearest,45
8,46,45,nearest,20
8,47,17,nearest,3
8,48,2,nearest,3
8,49,34,inner_exact,0
8,50,1,inner_exact,0
8,51,14,nearest,62
8,52,15,nearest,30
8,53,16,nearest,96
8,54,1,inner_exact,0
8,55,1,inner_exact,0
8,56,1,inner_exact,0
8,57,14,nearest,62
8,58,15,nearest,32
8,59,31,nearest,19
8,60,15,nearest,30
8,61,16,nearest,96
8,62,1,inner_exact,0
8,63,1,inner_exact,0
8,64,1,inner_exact,0
8,65,1,inner_exact,0
8,66,1,inner_exact,0
8,67,46,nearest,62
8,68,48,nearest,102
8,69,1,inner_exact,0
8,70,6,nearest,26
8,71,7,nearest,34
8,72,7,nearest,32
8,73,7,nearest,45
8,74,7,nearest,57
8,75,7,nearest,55
8,76,7,nearest,58
8,77,7,nearest,44
8,78,7,nearest,39
8,79,7,nearest,34
8,80,7,nearest,46
8,81,23,nearest,65
8,82,23,nearest,78
8,83,23,nearest,82
8,84,23,nearest,79
8,85,23,nearest,64
8,86,23,nearest,51
8,87,23,nearest,56
8,88,23,nearest,65
8,89,23,nearest,70
8,90,23,nearest,78
8,91,24,nearest,79
8,92,14,nearest,57
8,93,31,nearest,22
8,94,31,nearest,19
8,95,31,nearest,16
8,96,31,nearest,17
8,97,31,nearest,19
8,98,31,nearest,19
8,99,31,nearest,19
8,100,31,nearest,19
8,101,31,nearest,18
8,102,31,nearest,19
8,103,31,nearest,16
8,104,31,nearest,17
8,105,48,nearest,93
8,106,1,inner_exact,0
8,107,1,inner_exact,0
8,108,1,inner_exact,0
8,109,1,inner_exact,0
8,110,1,inner_exact,0
8,111,1,inner_exact,0
8,112,90,nearest,5
8,113,91,inner_exact,0
8,114,91,inner_exact,0
8,115,71,nearest,25
9,0,91,inner_exact,0
9,1,91,inner_exact,0
9,2,92,inner_exact,0
9,3,33,inner_exact,0
9,4,2,inner_exact,0
9,5,2,inner_exact,0
9,6,2,inner_exact,0
9,7,2,inner_exact,0
9,8,2,inner_exact,0
9,9,34,inner_exact,0
9,10,1,inner_exact,0
9,11,30,nearest,36
9,12,31,nearest,6
9,13,31,nearest,6
9,14,31,nearest,8
9,15,31,nearest,8
9,16,31,nearest,8
9,17,31,nearest,6
9,18,31,nearest,3
9,19,31,nearest,6
9,20,31,nearest,6
9,21,31,nearest,8
9,22,32,nearest,68
9,23,1,inner_exact,0
9,24,1,inner_exact,0
9,25,46,nearest,43
9,26,47,nearest,11
9,27,47,nearest,14
9,28,31,nearest,6
9,29,31,nearest,8
9,30,31,nearest,10
9,31,31,nearest,8
9,32,31,nearest,8
9,33,31,nearest,6
9,34,31,nearest,4
9,35,31,nearest,6
9,36,31,nearest,8
9,37,31,nearest,8
9,38,48,nearest,80
9,39,11,nearest,18
9,40,28,nearest,7
9,41,28,nearest,7
9,42,28,nearest,13
9,43,28,nearest,13
9,44,28,nearest,19
9,45,45,nearest,15
9,46,17,inner_exact,0
9,47,2,inner_exact,0
9,48,34,inner_exact,0
9,49,14,nearest,39
9,50,15,nearest,20
9,51,31,nearest,9
9,52,31,nearest,8
9,53,31,nearest,10
9,54,16,nearest,78
9,55,1,inner_exact,0
9,56,14,nearest,40
9,57,31,nearest,6
9,58,31,nearest,6
9,59,31,nearest,8
9,60,31,nearest,8
9,61,31,nearest,10
9,62,15,nearest,13
9,63,15,nearest,13
9,64,16,nearest,78
9,65,1,inner_exact,0
9,66,1,inner_exact,0
9,67,1,inner_exact,0
9,68,1,inner_exact,0
9,69,6,nearest,14
9,70,23,nearest,30
9,71,23,nearest,10
9,72,23,nearest,7
9,73,23,nearest,23
9,74,23,nearest,43
9,75,23,nearest,42
9,76,23,nearest,48
9,77,23,nearest,29
